,location,total_sqft,bath,price,bhk
1362,Electronic City,1571.0,3.0,83.0,3
1363,Electronic City,1350.0,3.0,66.0,3
1364,Electronic City,1050.0,2.0,39.0,3
1365,Electronic City,635.0,1.0,28.0,1
1366,Electronic City,1096.0,2.0,39.0,2
1367,Electronic City,1150.0,2.0,38.0,2
1368,Electronic City,1355.0,2.0,72.9,2
1369,Electronic City,770.0,1.0,35.0,2
1370,Electronic City,865.0,2.0,40.0,2
1371,Electronic City,800.0,2.0,32.0,2
1372,Electronic City,970.0,2.0,34.0,2
1373,Electronic City,1100.0,2.0,41.0,2
1374,Electronic City,975.0,2.0,32.0,2
1375,Electronic City,605.0,1.0,22.0,1
1376,Electronic City,1070.0,2.0,48.0,2
1377,Electronic City,1160.0,2.0,42.0,3
1378,Electronic City,1360.0,2.0,70.0,3
1379,Electronic City,635.0,1.0,28.0,1
1380,Electronic City,890.0,2.0,40.0,2
1381,Electronic City,825.0,2.0,35.0,2
1382,Electronic City,1200.0,2.0,40.5,2
1383,Electronic City,1360.0,2.0,58.0,3
1384,Electronic City,630.0,1.0,33.7,1
1385,Electronic City,1160.0,2.0,42.0,3
1386,Electronic City,1287.0,3.0,55.0,3
1387,Electronic City,550.0,1.0,27.0,1
1388,Electronic City,1025.0,2.0,50.0,2
1389,Electronic City,1070.0,2.0,55.0,2
1390,Electronic City,1342.0,2.0,72.0,2
1391,Electronic City,1275.0,3.0,70.0,3
1392,Electronic City,770.0,1.0,38.0,2
1393,Electronic City,1005.0,2.0,39.77,2
1394,Electronic City,1110.0,2.0,39.9,2
1395,Electronic City,660.0,1.0,23.0,2
1396,Electronic City,1250.0,2.0,62.0,2
1397,Electronic City,1060.0,2.0,55.0,2
1398,Electronic City,1275.0,3.0,63.43,3
1399,Electronic City,1518.0,3.0,75.0,3
1400,Electronic City,1060.0,2.0,55.0,2
1401,Electronic City,1353.0,2.0,75.0,2
1402,Electronic City,1070.0,2.0,57.0,2
1403,Electronic City,1700.0,3.0,90.0,3
1404,Electronic City,1521.0,2.0,57.5,3
1405,Electronic City,750.0,1.0,35.0,1
1406,Electronic City,1210.0,2.0,55.0,2
1407,Electronic City,1190.0,2.0,42.0,2
1408,Electronic City,1150.0,2.0,38.08,2
1409,Electronic City,970.0,2.0,35.0,2
1410,Electronic City,1500.0,3.0,73.0,3
1411,Electronic City,995.0,2.0,48.0,2
1412,Electronic City,589.0,1.0,29.0,1
1413,Electronic City,825.0,2.0,30.0,2
1414,Electronic City,1070.0,2.0,48.0,2
1415,Electronic City,1025.0,2.0,54.0,2
1416,Electronic City,1500.0,2.0,70.0,3
1417,Electronic City,1500.0,2.0,64.5,3
1418,Electronic City,1355.0,2.0,73.0,2
1419,Electronic City,1360.0,2.0,64.99,3
1420,Electronic City,1060.0,2.0,52.0,2
1421,Electronic City Phase II,1056.0,2.0,39.07,2
1422,Electronic City Phase II,1020.0,2.0,30.6,2
1423,Electronic City Phase II,1069.0,2.0,45.0,2
1424,Electronic City Phase II,630.0,1.0,28.35,1
1425,Electronic City Phase II,1220.0,2.0,35.23,3
1426,Electronic City Phase II,2225.0,4.0,98.88,4
1427,Electronic City Phase II,1400.0,2.0,40.43,3
1428,Electronic City Phase II,1000.0,2.0,28.88,2
1429,Electronic City Phase II,1320.0,2.0,38.13,3
1430,Electronic City Phase II,1220.0,3.0,35.23,3
1431,Electronic City Phase II,972.0,2.0,44.0,2
1432,Electronic City Phase II,1400.0,2.0,40.43,3
1433,Electronic City Phase II,1003.0,2.0,40.6,2
1434,Electronic City Phase II,1320.0,2.0,38.12,3
1435,Electronic City Phase II,1395.0,2.0,62.78,3
1436,Electronic City Phase II,1160.0,2.0,33.5,2
1437,Electronic City Phase II,1065.0,2.0,30.75,2
1438,Electronic City Phase II,1400.0,2.0,41.58,3
1439,Electronic City Phase II,1000.0,2.0,28.88,2
1440,Electronic City Phase II,1400.0,2.0,40.43,3
1441,Electronic City Phase II,900.0,2.0,32.5,2
1442,Electronic City Phase II,1329.0,2.0,41.0,3
1443,Electronic City Phase II,1220.0,3.0,35.23,3
1444,Electronic City Phase II,1418.0,3.0,52.47,3
1445,Electronic City Phase II,1070.0,2.0,45.0,2
1446,Electronic City Phase II,1310.0,2.0,37.83,3
1447,Electronic City Phase II,1140.0,2.0,33.06,2
1448,Electronic City Phase II,1089.0,2.0,32.67,2
1449,Electronic City Phase II,1400.0,2.0,40.44,3
1450,Electronic City Phase II,1160.0,2.0,33.5,2
1451,Electronic City Phase II,6000.0,4.0,260.0,4
1452,Electronic City Phase II,1116.0,2.0,37.0,2
1453,Electronic City Phase II,1000.0,2.0,28.88,2
1454,Electronic City Phase II,1000.0,2.0,28.88,2
1455,Electronic City Phase II,1000.0,2.0,28.88,2
1456,Electronic City Phase II,1611.0,2.0,48.33,3
1457,Electronic City Phase II,1065.0,2.0,30.88,2
1458,Electronic City Phase II,1220.0,3.0,36.6,3
1459,Electronic City Phase II,1320.0,2.0,38.13,3
1460,Electronic City Phase II,920.0,2.0,26.0,2
1461,Electronic City Phase II,1140.0,2.0,33.84,2
1462,Electronic City Phase II,1125.0,2.0,32.49,2
1463,Electronic City Phase II,1310.0,2.0,37.83,3
1464,Electronic City Phase II,1220.0,2.0,36.21,3
1465,Electronic City Phase II,1140.0,2.0,32.92,2
1466,Electronic City Phase II,1116.0,2.0,40.0,2
1467,Electronic City Phase II,1150.0,3.0,46.0,3
1468,Electronic City Phase II,1192.0,2.0,47.0,3
1469,Electronic City Phase II,1502.0,3.0,50.0,3
1470,Electronic City Phase II,1020.0,2.0,32.0,2
1471,Electronic City Phase II,1020.0,2.0,27.43,2
1472,Electronic City Phase II,1020.0,2.0,29.45,2
1473,Electronic City Phase II,1000.0,2.0,28.88,2
1474,Electronic City Phase II,1310.0,2.0,37.84,3
1475,Electronic City Phase II,1125.0,2.0,32.49,2
1476,Electronic City Phase II,1200.0,2.0,34.65,2
1477,Electronic City Phase II,1160.0,2.0,52.2,2
1478,Electronic City Phase II,1244.0,2.0,55.0,2
1479,Electronic City Phase II,1160.0,2.0,33.51,2
1480,Electronic City Phase II,1220.0,3.0,35.25,3
1481,Electronic City Phase II,1625.0,2.0,48.75,3
1482,Electronic City Phase II,972.0,2.0,40.0,2
1483,Electronic City Phase II,1160.0,2.0,33.51,2
1484,Electronic City Phase II,1400.0,2.0,40.45,3
1485,Electronic City Phase II,1090.0,2.0,31.48,2
1486,Electronic City Phase II,1140.0,2.0,32.92,2
1487,Electronic City Phase II,1160.0,2.0,33.5,2
1488,Electronic City Phase II,1025.0,2.0,29.6,2
1489,Electronic City Phase II,829.0,2.0,22.8,2
1490,Electronic City Phase II,1320.0,2.0,38.12,3
1491,Electronic City Phase II,1125.0,2.0,32.63,2
1492,Electronic City Phase II,1140.0,2.0,34.0,2
1493,Electronic City Phase II,1310.0,2.0,37.84,3
1494,Electronic City Phase II,1400.0,2.0,40.43,3
1495,Electronic City Phase II,1135.0,2.0,46.0,2
1496,Electronic City Phase II,1165.0,2.0,33.64,2
1497,Electronic City Phase II,1400.0,2.0,40.44,3
1498,Electronic City Phase II,1336.0,2.0,50.35,3
1499,Electronic City Phase II,575.0,1.0,16.75,1
1500,Electronic City Phase II,1065.0,2.0,30.76,2
1501,Electronic City Phase II,1065.0,2.0,30.75,2
1502,Electronic City Phase II,1140.0,2.0,33.06,2
1503,Electronic City Phase II,911.0,2.0,26.5,2
1504,Electronic City Phase II,1200.0,2.0,34.65,2
1505,Electronic City Phase II,1310.0,2.0,37.83,3
1506,Electronic City Phase II,1651.0,3.0,49.53,3
1507,Electronics City Phase 1,1475.0,3.0,78.29,3
1508,Electronics City Phase 1,1490.0,3.0,78.8,3
1509,Electronics City Phase 1,1113.27,2.0,53.0,2
1510,Electronics City Phase 1,1175.0,2.0,51.47,2
1511,Electronics City Phase 1,1160.0,2.0,52.0,2
1512,Electronics City Phase 1,1750.0,3.0,84.0,3
1513,Electronics City Phase 1,1595.0,3.0,75.0,3
1514,Electronics City Phase 1,1515.0,2.0,80.91,3
1515,Electronics City Phase 1,995.0,2.0,46.0,2
1516,Electronics City Phase 1,1555.0,2.0,82.0,3
1517,Electronics City Phase 1,1124.0,2.0,55.0,3
1518,Electronics City Phase 1,1175.0,2.0,57.0,2
1519,Electronics City Phase 1,580.0,1.0,27.0,1
1520,Electronics City Phase 1,940.0,2.0,49.0,2
1521,Electronics City Phase 1,1335.0,2.0,67.0,2
1522,Electronics City Phase 1,1113.12,2.0,55.0,2
1523,Electronics City Phase 1,1350.0,3.0,71.0,3
1524,Electronics City Phase 1,995.0,2.0,49.8,2
1525,Electronics City Phase 1,1450.0,3.0,72.54,3
1526,Electronics City Phase 1,360.0,1.0,16.9,1
1527,Electronics City Phase 1,638.0,1.0,32.0,1
1528,Electronics City Phase 1,1200.0,2.0,59.76,2
1529,Electronics City Phase 1,1145.0,2.0,54.0,2
1530,Electronics City Phase 1,1550.0,2.0,82.0,3
1531,Electronics City Phase 1,865.0,2.0,40.0,2
1532,Electronics City Phase 1,1450.0,3.0,70.0,3
1533,Electronics City Phase 1,1450.0,2.0,63.51,3
1534,Electronics City Phase 1,1800.0,3.0,93.0,3
1535,Electronics City Phase 1,1314.0,2.0,60.0,2
1536,Electronics City Phase 1,1170.0,2.0,62.0,2
1537,Electronics City Phase 1,940.0,2.0,48.0,2
1538,Electronics City Phase 1,940.0,2.0,44.0,2
1539,Electronics City Phase 1,1300.0,2.0,67.0,2
1540,Electronics City Phase 1,1028.0,2.0,51.0,2
1541,Electronics City Phase 1,1205.0,2.0,60.0,2
1542,Electronics City Phase 1,1900.0,3.0,85.0,3
1543,Electronics City Phase 1,1305.0,2.0,67.0,2
1544,Electronics City Phase 1,1175.0,2.0,60.0,2
1545,Frazer Town,1700.0,3.0,180.0,3
1546,Frazer Town,1870.0,3.0,185.0,3
1547,Frazer Town,1750.0,3.0,150.0,3
1548,Frazer Town,2000.0,3.0,200.0,3
1549,Frazer Town,3500.0,4.0,330.0,3
1550,Frazer Town,1550.0,2.0,140.0,2
1551,Frazer Town,2560.0,3.0,265.0,3
1552,Frazer Town,2400.0,3.0,260.0,3
1553,Frazer Town,3436.0,5.0,341.0,4
1554,Frazer Town,4856.0,5.0,410.0,4
1555,Frazer Town,1315.0,2.0,140.0,2
1556,Frazer Town,1706.0,3.0,154.0,3
1557,Frazer Town,2079.0,3.0,220.0,3
1558,Frazer Town,3435.0,2.0,341.0,4
1559,Frazer Town,3436.0,5.0,345.0,4
1560,Frazer Town,1180.0,2.0,105.0,2
1561,Frazer Town,1870.0,3.0,180.0,3
1562,Frazer Town,1420.0,2.0,120.0,2
1563,GM Palaya,1820.0,2.0,86.0,3
1564,GM Palaya,1140.0,2.0,48.95,2
1565,GM Palaya,1315.0,3.0,64.0,3
1566,GM Palaya,1643.0,2.0,70.0,3
1567,Garudachar Palya,1325.0,2.0,60.8,3
1568,Garudachar Palya,1060.0,2.0,48.7,2
1569,Garudachar Palya,1150.0,2.0,52.75,2
1570,Garudachar Palya,1295.0,2.0,59.5,3
1571,Garudachar Palya,1320.0,2.0,60.6,3
1572,Garudachar Palya,1295.0,2.0,59.5,3
1573,Garudachar Palya,1150.0,2.0,52.8,2
1574,Garudachar Palya,1150.0,2.0,52.8,2
1575,Garudachar Palya,1060.0,2.0,48.5,2
1576,Garudachar Palya,1150.0,2.0,52.5,2
1577,Garudachar Palya,1325.0,2.0,60.8,3
1578,Garudachar Palya,1060.0,2.0,48.66,2
1579,Giri Nagar,2400.0,4.0,400.0,4
1580,Giri Nagar,1350.0,3.0,240.0,3
1581,Giri Nagar,2400.0,4.0,400.0,4
1582,Giri Nagar,2400.0,6.0,400.0,6
1583,Gollarapalya Hosahalli,1408.0,3.0,62.0,3
1584,Gollarapalya Hosahalli,861.0,2.0,36.5,2
1585,Gollarapalya Hosahalli,1345.0,3.0,60.0,3
1586,Gollarapalya Hosahalli,1318.0,3.0,56.0,3
1587,Gollarapalya Hosahalli,1129.0,2.0,50.0,2
1588,Gottigere,1100.0,2.0,40.0,2
1589,Gottigere,967.0,2.0,45.0,2
1590,Gottigere,950.0,2.0,38.0,2
1591,Gottigere,1153.0,2.0,48.5,2
1592,Gottigere,2000.0,4.0,82.0,4
1593,Gottigere,1460.0,2.0,65.0,3
1594,Gottigere,1500.0,3.0,70.0,3
1595,Gottigere,1621.0,3.0,72.0,3
1596,Gottigere,990.0,2.0,40.0,2
1597,Gottigere,1385.0,3.0,64.0,3
1598,Gottigere,1385.0,2.0,50.0,3
1599,Gottigere,1435.0,2.0,62.0,3
1600,Gottigere,945.0,2.0,45.0,2
1601,Gottigere,1400.0,2.0,50.0,3
1602,Gottigere,1230.0,2.0,52.0,3
1603,Gottigere,1120.0,2.0,50.0,2
1604,Gottigere,1500.0,3.0,63.0,3
1605,Gottigere,1205.0,2.0,56.58,2
1606,Gottigere,3000.0,3.0,132.0,4
1607,Gottigere,1613.0,3.0,72.0,3
1608,Gottigere,1245.0,2.0,59.0,2
1609,Gottigere,1200.0,2.0,50.0,2
1610,Green Glen Layout,3250.0,4.0,230.0,4
1611,Green Glen Layout,3250.0,4.0,230.0,4
1612,Green Glen Layout,1715.0,3.0,115.0,3
1613,Green Glen Layout,1751.0,2.0,115.0,3
1614,Green Glen Layout,1530.0,3.0,105.0,3
1615,Green Glen Layout,1645.0,3.0,110.0,3
1616,Green Glen Layout,1517.0,3.0,100.0,3
1617,Green Glen Layout,3150.0,4.0,218.0,4
1618,Green Glen Layout,3270.0,4.0,205.0,4
1619,Green Glen Layout,1750.0,3.0,120.0,3
1620,Green Glen Layout,1751.0,3.0,115.0,3
1621,Green Glen Layout,1715.0,3.0,120.0,3
1622,Green Glen Layout,1623.29,2.0,105.0,3
1623,Green Glen Layout,1715.0,3.0,115.0,3
1624,Green Glen Layout,1715.0,3.0,105.0,3
1625,Green Glen Layout,1600.0,3.0,105.0,3
1626,Green Glen Layout,1715.0,3.0,112.0,3
1627,Gubbalala,1470.0,2.0,82.0,3
1628,Gubbalala,1745.0,3.0,104.0,3
1629,Gubbalala,2570.0,4.0,141.0,5
1630,Gubbalala,1205.0,2.0,70.0,2
1631,Gubbalala,1435.0,2.0,80.0,3
1632,Gubbalala,1475.0,2.0,80.0,2
1633,Gubbalala,4000.0,5.0,195.0,4
1634,Gunjur,1140.0,2.0,43.0,2
1635,Gunjur,1600.0,3.0,75.0,3
1636,Gunjur,2000.0,3.0,95.0,4
1637,Gunjur,1140.0,2.0,49.11,2
1638,Gunjur,1195.0,2.0,44.0,2
1639,Gunjur,1457.0,2.0,60.0,2
1640,Gunjur,1080.0,2.0,41.0,2
1641,Gunjur,2132.0,3.0,80.0,3
1642,Gunjur,1800.0,3.0,70.0,3
1643,Gunjur,1175.0,2.0,43.48,2
1644,Gunjur,1362.0,3.0,62.63,3
1645,Gunjur,1071.0,2.0,51.0,2
1646,Gunjur,1063.0,2.0,40.0,2
1647,Gunjur,1235.0,2.0,52.76,2
1648,Gunjur,1362.0,3.0,62.63,3
1649,Gunjur,1362.0,3.0,62.63,3
1650,Gunjur,1457.0,2.0,60.0,2
1651,HAL 2nd Stage,1490.0,2.0,300.0,3
1652,HAL 2nd Stage,2700.0,3.0,500.0,3
1653,HBR Layout,2800.0,2.0,200.0,3
1654,HBR Layout,1722.0,3.0,95.0,3
1655,HBR Layout,1200.0,2.0,60.0,2
1656,HBR Layout,1783.0,3.0,125.0,3
1657,HBR Layout,1656.0,3.0,90.0,3
1658,HBR Layout,1089.0,2.0,60.0,2
1659,HBR Layout,1700.0,3.0,110.0,3
1660,HBR Layout,1198.0,2.0,65.0,2
1661,HRBR Layout,1374.0,2.0,95.0,2
1662,HRBR Layout,1440.0,2.0,98.0,2
1663,HRBR Layout,1567.0,3.0,90.0,3
1664,HRBR Layout,1210.0,2.0,75.0,2
1665,HRBR Layout,1265.0,2.0,78.0,2
1666,HRBR Layout,1170.0,2.0,75.0,2
1667,HRBR Layout,1335.0,2.0,87.0,3
1668,HRBR Layout,1625.0,3.0,120.0,3
1669,HRBR Layout,1145.0,2.0,68.5,2
1670,HRBR Layout,1300.0,2.0,90.0,2
1671,HSR Layout,1400.0,3.0,56.0,3
1672,HSR Layout,1372.0,2.0,68.0,2
1673,HSR Layout,1430.0,2.0,65.0,3
1674,HSR Layout,1475.0,3.0,75.0,3
1675,HSR Layout,1140.0,2.0,46.0,2
1676,HSR Layout,1372.0,2.0,61.0,2
1677,HSR Layout,1750.0,3.0,95.0,3
1678,HSR Layout,1027.0,2.0,44.0,2
1679,HSR Layout,1140.0,2.0,46.0,2
1680,HSR Layout,1372.0,2.0,61.0,2
1681,HSR Layout,1140.0,2.0,46.0,2
1682,HSR Layout,1185.0,2.0,60.0,2
1683,HSR Layout,1145.0,2.0,48.0,2
1684,HSR Layout,1009.0,2.0,56.0,2
1685,HSR Layout,1140.0,2.0,46.0,2
1686,HSR Layout,1360.0,2.0,53.0,3
1687,HSR Layout,1140.0,2.0,46.0,2
1688,HSR Layout,1145.0,2.0,46.0,2
1689,HSR Layout,1142.0,2.0,65.0,2
1690,HSR Layout,1145.0,2.0,46.0,2
1691,HSR Layout,1844.0,3.0,95.0,3
1692,HSR Layout,1140.0,2.0,46.0,2
1693,HSR Layout,1140.0,2.0,46.0,2
1694,HSR Layout,1145.0,2.0,46.0,2
1695,HSR Layout,1009.0,2.0,56.0,2
1696,HSR Layout,1145.0,2.0,46.0,2
1697,HSR Layout,1100.0,2.0,44.0,2
1698,HSR Layout,1203.0,2.0,60.0,2
1699,HSR Layout,1140.0,2.0,46.0,2
1700,HSR Layout,1289.0,2.0,70.0,2
1701,HSR Layout,1844.0,3.0,89.0,3
1702,HSR Layout,1203.0,2.0,60.0,2
1703,HSR Layout,1140.0,2.0,46.0,2
1704,Haralur Road,1240.0,2.0,70.0,2
1705,Haralur Road,1027.0,2.0,44.0,2
1706,Haralur Road,1464.0,3.0,56.0,3
1707,Haralur Road,2805.0,5.0,154.0,4
1708,Haralur Road,1194.0,2.0,47.0,2
1709,Haralur Road,1202.0,2.0,53.0,2
1710,Haralur Road,1464.0,3.0,56.0,3
1711,Haralur Road,1810.0,3.0,100.0,3
1712,Haralur Road,1194.0,2.0,46.0,2
1713,Haralur Road,2805.0,4.0,154.0,4
1714,Haralur Road,1225.0,2.0,67.38,2
1715,Haralur Road,1027.0,2.0,44.0,2
1716,Haralur Road,1194.0,2.0,47.0,2
1717,Haralur Road,1027.0,2.0,44.0,2
1718,Haralur Road,1194.0,2.0,46.0,2
1719,Haralur Road,1092.0,2.0,44.0,2
1720,Haralur Road,2475.0,4.0,130.0,3
1721,Haralur Road,1300.0,2.0,73.0,2
1722,Haralur Road,1194.0,2.0,47.0,2
1723,Haralur Road,1225.0,2.0,67.38,2
1724,Haralur Road,1464.0,2.0,56.0,2
1725,Haralur Road,1000.0,2.0,44.0,2
1726,Haralur Road,3185.0,2.0,175.0,4
1727,Haralur Road,1444.0,2.0,80.0,3
1728,Haralur Road,1027.0,2.0,44.0,2
1729,Haralur Road,1464.0,3.0,56.0,3
1730,Haralur Road,1225.0,2.0,70.0,2
1731,Haralur Road,1464.0,3.0,56.0,3
1732,Haralur Road,1194.0,2.0,46.0,2
1733,Haralur Road,1830.0,3.0,101.0,3
1734,Haralur Road,1464.0,2.0,56.0,2
1735,Haralur Road,1027.0,2.0,44.0,2
1736,Haralur Road,2805.0,5.0,160.0,4
1737,Haralur Road,1027.0,2.0,44.0,2
1738,Haralur Road,2017.0,3.0,105.0,3
1739,Haralur Road,1300.0,2.0,60.0,2
1740,Haralur Road,1056.0,2.0,60.0,2
1741,Haralur Road,1245.0,2.0,62.0,2
1742,Haralur Road,1140.0,2.0,58.0,2
1743,Haralur Road,1027.0,2.0,43.0,2
1744,Haralur Road,1194.0,2.0,47.0,2
1745,Haralur Road,1194.0,2.0,47.0,2
1746,Haralur Road,1520.0,2.0,85.0,3
1747,Haralur Road,1027.0,2.0,44.0,2
1748,Haralur Road,1194.0,2.0,46.0,2
1749,Haralur Road,1580.0,3.0,73.0,3
1750,Haralur Road,1194.0,2.0,47.0,2
1751,Haralur Road,2805.0,4.0,154.0,4
1752,Haralur Road,1510.0,3.0,83.05,3
1753,Haralur Road,1810.0,3.0,100.0,3
1754,Haralur Road,1194.0,2.0,46.0,2
1755,Haralur Road,1194.0,2.0,46.0,2
1756,Haralur Road,1194.0,2.0,47.0,2
1757,Haralur Road,1194.0,2.0,47.0,2
1758,Haralur Road,1464.0,3.0,56.0,3
1759,Haralur Road,1710.0,3.0,85.0,3
1760,Haralur Road,1730.0,3.0,95.0,3
1761,Haralur Road,1225.0,2.0,67.48,2
1762,Haralur Road,1225.0,2.0,69.84,2
1763,Haralur Road,1200.0,2.0,46.0,2
1764,Haralur Road,1976.0,3.0,92.0,3
1765,Haralur Road,1027.0,1.0,44.0,2
1766,Haralur Road,1890.0,3.0,84.0,3
1767,Haralur Road,1230.0,2.0,67.65,2
1768,Haralur Road,1194.0,2.0,46.0,2
1769,Haralur Road,1092.0,2.0,44.0,2
1770,Haralur Road,1464.0,3.0,56.0,3
1771,Haralur Road,1735.0,3.0,97.0,3
1772,Haralur Road,1810.0,3.0,97.83,3
1773,Haralur Road,1200.0,2.0,46.0,2
1774,Harlur,1197.0,2.0,84.0,2
1775,Harlur,1174.0,2.0,76.0,2
1776,Harlur,1754.0,3.0,125.0,3
1777,Harlur,1290.0,2.0,85.0,2
1778,Harlur,1752.12,3.0,116.0,3
1779,Harlur,1754.0,3.0,124.0,3
1780,Harlur,1290.0,2.0,87.0,2
1781,Harlur,1749.0,3.0,115.0,3
1782,Harlur,2240.0,5.0,155.0,3
1783,Harlur,1884.0,4.0,120.0,4
1784,Harlur,1197.0,2.0,79.0,2
1785,Harlur,1174.0,2.0,78.0,2
1786,Harlur,1197.0,2.0,79.0,2
1787,Harlur,1749.0,3.0,112.0,3
1788,Harlur,1174.0,2.0,75.0,2
1789,Harlur,1620.0,3.0,110.0,3
1790,Harlur,1331.0,2.0,88.0,2
1791,Harlur,1749.0,3.0,120.0,3
1792,Harlur,1197.0,2.0,82.0,2
1793,Harlur,1303.0,2.0,90.0,2
1794,Harlur,1174.0,2.0,75.0,2
1795,Harlur,1197.0,2.0,78.0,2
1796,Harlur,1290.0,2.0,89.9,2
1797,Harlur,1386.0,2.0,85.0,2
1798,Harlur,1174.0,2.0,74.0,2
1799,Harlur,1174.0,2.0,78.0,2
1800,Harlur,1755.0,3.0,115.0,3
1801,Harlur,2569.0,4.0,175.0,4
1802,Harlur,1197.0,2.0,77.0,2
1803,Harlur,1752.12,3.0,125.0,3
1804,Harlur,2569.0,5.0,180.0,4
1805,Harlur,1197.0,2.0,76.0,2
1806,Harlur,1197.0,2.0,75.0,2
1807,Harlur,1755.0,3.0,117.0,3
1808,Harlur,1197.0,2.0,79.9,2
1809,Harlur,1370.0,2.0,88.0,2
1810,Hebbal,1760.0,2.0,123.0,3
1811,Hebbal,1900.0,3.0,119.0,3
1812,Hebbal,1349.0,2.0,98.2,2
1813,Hebbal,1760.0,2.0,130.0,3
1814,Hebbal,3450.0,5.0,260.0,3
1815,Hebbal,1920.0,3.0,134.0,3
1816,Hebbal,1337.0,2.0,82.0,2
1817,Hebbal,1349.0,2.0,98.0,2
1818,Hebbal,1255.0,2.0,77.68,3
1819,Hebbal,1355.0,3.0,83.87,3
1820,Hebbal,1790.0,3.0,127.0,3
1821,Hebbal,687.325,2.0,42.72,2
1822,Hebbal,2790.0,5.0,198.0,4
1823,Hebbal,812.0,2.0,55.0,2
1824,Hebbal,2790.0,4.0,198.0,4
1825,Hebbal,3067.0,4.0,230.0,4
1826,Hebbal,3067.0,4.0,230.0,4
1827,Hebbal,1255.0,2.0,77.68,3
1828,Hebbal,823.0,2.0,50.63,2
1829,Hebbal,1069.0,3.0,65.4,3
1830,Hebbal,1420.0,2.0,99.39,2
1831,Hebbal,1700.0,3.0,124.0,3
1832,Hebbal,1420.0,2.0,99.39,2
1833,Hebbal,1355.0,3.0,83.87,3
1834,Hebbal,1440.0,2.0,115.0,2
1835,Hebbal,1355.0,3.0,83.87,3
1836,Hebbal,2400.0,4.0,180.0,3
1837,Hebbal,1255.0,2.0,77.68,3
1838,Hebbal,1420.0,2.0,107.0,2
1839,Hebbal,1320.0,2.0,92.0,2
1840,Hebbal,1645.0,3.0,135.0,3
1841,Hebbal,1355.0,3.0,83.87,3
1842,Hebbal,2600.0,3.0,195.0,3
1843,Hebbal,1645.0,3.0,117.0,3
1844,Hebbal,1251.0,2.0,88.73,2
1845,Hebbal,1645.0,3.0,121.0,3
1846,Hebbal,1760.0,3.0,123.0,3
1847,Hebbal,2790.0,4.0,198.0,4
1848,Hebbal,1645.0,3.0,120.0,3
1849,Hebbal,1255.0,2.0,90.0,3
1850,Hebbal,1645.0,3.0,117.0,3
1851,Hebbal,1255.0,3.0,77.68,3
1852,Hebbal,1636.0,3.0,119.0,3
1853,Hebbal,1255.0,2.0,95.0,3
1854,Hebbal,2790.0,4.0,198.0,4
1855,Hebbal,1255.0,2.0,95.0,3
1856,Hebbal,1349.0,2.0,97.8,2
1857,Hebbal,1255.0,3.0,77.68,3
1858,Hebbal,1344.0,2.0,108.0,2
1859,Hebbal,1255.0,2.0,90.0,3
1860,Hebbal,1255.0,3.0,77.68,3
1861,Hebbal,2790.0,5.0,204.0,4
1862,Hebbal,2790.0,5.0,198.0,4
1863,Hebbal,1299.0,2.0,100.0,2
1864,Hebbal,1645.0,3.0,117.0,3
1865,Hebbal,1390.0,2.0,95.0,2
1866,Hebbal,1333.0,2.0,100.0,2
1867,Hebbal,1355.0,3.0,83.87,3
1868,Hebbal,2650.0,4.0,199.0,3
1869,Hebbal,1800.0,3.0,140.0,3
1870,Hebbal,2470.0,4.0,203.0,4
1871,Hebbal,1255.0,2.0,95.0,3
1872,Hebbal,1333.0,2.0,104.0,2
1873,Hebbal,1645.0,3.0,117.0,3
1874,Hebbal,2600.0,3.0,199.0,3
1875,Hebbal,1345.0,2.0,97.0,2
1876,Hebbal,985.0,2.0,62.0,2
1877,Hebbal,1320.0,2.0,91.0,2
1878,Hebbal,2388.0,3.0,195.0,3
1879,Hebbal,2600.0,3.0,195.0,3
1880,Hebbal,2630.0,5.0,188.0,4
1881,Hebbal,2790.0,5.0,198.0,4
1882,Hebbal,1645.0,3.0,113.0,3
1883,Hebbal,1355.0,3.0,83.87,3
1884,Hebbal,1420.0,2.0,99.39,2
1885,Hebbal,1299.0,2.0,97.0,2
1886,Hebbal,1255.0,3.0,77.68,3
1887,Hebbal,2470.0,5.0,192.0,4
1888,Hebbal,1645.0,3.0,117.0,3
1889,Hebbal,1920.0,3.0,134.0,3
1890,Hebbal,3520.0,5.0,240.0,3
1891,Hebbal,1920.0,3.0,150.0,3
1892,Hebbal,2375.0,4.0,189.0,4
1893,Hebbal,1420.0,2.0,99.26,2
1894,Hebbal,1252.0,2.0,92.0,2
1895,Hebbal,2790.0,4.0,198.0,4
1896,Hebbal,1740.0,2.0,137.0,3
1897,Hebbal,1349.0,2.0,98.0,2
1898,Hebbal,1349.0,2.0,96.8,2
1899,Hebbal Kempapura,1700.0,3.0,155.0,3
1900,Hebbal Kempapura,1800.0,3.0,175.0,3
1901,Hebbal Kempapura,2280.0,5.0,200.0,5
1902,Hebbal Kempapura,2900.0,4.0,240.0,3
1903,Hebbal Kempapura,3900.0,5.0,360.0,4
1904,Hebbal Kempapura,1466.0,2.0,140.0,3
1905,Hebbal Kempapura,1725.0,2.0,165.0,3
1906,Hebbal Kempapura,1485.0,3.0,132.0,2
1907,Hebbal Kempapura,1800.0,3.0,150.0,3
1908,Hebbal Kempapura,2400.0,5.0,200.0,5
1909,Hebbal Kempapura,1785.0,3.0,165.0,3
